Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
45,0,Travel_Rarely,549,Research & Development,8,4,Other,4,Male,75,3,2,Research Scientist,4,Married,3697.0,9278,8.5,No,14,1,2,12.0,3,3,10.0,9.0,7.5,8.0
31,1,Travel_Frequently,307,Research & Development,29,2,Medical,3,Male,71,2,1,Laboratory Technician,2,Single,3479.0,11652,0.0,No,11,2,0,6.0,2,4,5.0,4.0,1.0,4.0
38,0,Travel_Rarely,1035,Sales,3,4,Life Sciences,2,Male,42,3,2,Sales Executive,4,Single,6861.0,4981,8.0,Yes,12,3,0,19.0,1,3,1.0,0.0,0.0,0.0
31,0,Travel_Frequently,1327,Research & Development,3,4,Medical,2,Male,73,3,3,Research Director,3,Divorced,13675.0,13523,8.5,No,12,1,1,9.0,3,3,2.0,2.0,2.0,2.0
26,0,Travel_Rarely,991,Research & Development,6,3,Life Sciences,3,Female,71,3,1,Laboratory Technician,4,Married,2659.0,17759,1.0,Yes,13,3,1,3.0,2,3,3.0,2.0,0.0,2.0
30,0,Travel_Rarely,1138,Research & Development,6,3,Technical Degree,1,Female,48,2,2,Laboratory Technician,4,Married,4627.0,23631,0.0,No,12,1,1,10.0,6,3,9.0,2.0,6.0,7.0
34,0,Travel_Rarely,943,Research & Development,9,3,Life Sciences,4,Male,86,3,3,Healthcare Representative,4,Divorced,8500.0,5494,0.0,No,11,4,1,10.0,0,2,9.0,7.0,1.0,6.0
35,0,Travel_Rarely,735,Research & Development,6,1,Life Sciences,3,Male,66,3,1,Research Scientist,3,Married,3506.0,6020,0.0,Yes,14,4,0,4.0,3,3,3.0,2.0,2.0,2.0
27,0,Travel_Rarely,1240,Research & Development,2,4,Life Sciences,4,Female,33,3,1,Laboratory Technician,1,Divorced,2341.0,19715,1.0,No,13,4,1,1.0,6,3,1.0,0.0,0.0,0.0
31,0,Travel_Rarely,691,Research & Development,5,4,Technical Degree,3,Male,86,3,1,Research Scientist,4,Married,4821.0,10077,0.0,Yes,12,3,1,6.0,4,3,5.0,2.0,0.0,3.0
39,0,Travel_Frequently,443,Research & Development,8,1,Life Sciences,3,Female,48,3,1,Laboratory Technician,3,Married,3755.0,17872,1.0,No,11,1,1,8.0,3,3,8.0,3.0,0.0,7.0
29,0,Travel_Rarely,1252,Research & Development,23,2,Life Sciences,3,Male,81,4,1,Research Scientist,3,Married,2700.0,23779,1.0,No,24,3,1,10.0,3,3,10.0,7.0,0.0,7.0
29,1,Travel_Rarely,121,Sales,27,3,Marketing,2,Female,35,3,3,Sales Executive,4,Married,7639.0,24525,1.0,No,22,4,3,10.0,3,2,10.0,4.0,1.0,9.0
44,1,Travel_Rarely,935,Research & Development,3,3,Life Sciences,1,Male,89,3,1,Laboratory Technician,1,Married,2362.0,14669,4.0,No,12,3,0,10.0,4,4,3.0,2.0,1.0,2.0
26,0,Travel_Rarely,841,Research & Development,6,3,Other,3,Female,46,2,1,Research Scientist,2,Married,2368.0,23300,1.0,No,19,3,0,5.0,3,2,5.0,4.0,4.0,3.0
48,0,Travel_Rarely,163,Sales,2,5,Marketing,2,Female,37,3,2,Sales Executive,4,Married,4051.0,19658,2.0,No,14,1,1,14.0,2,3,9.0,7.0,6.0,7.0
38,0,Travel_Rarely,364,Research & Development,3,5,Technical Degree,4,Female,32,3,2,Research Scientist,3,Single,4317.0,2302,3.0,Yes,20,2,0,19.0,2,3,3.0,2.0,2.0,2.0
23,1,Travel_Rarely,1243,Research & Development,6,3,Life Sciences,3,Male,63,4,1,Laboratory Technician,1,Married,1601.0,3445,1.0,Yes,21,3,2,1.0,2,3,0.0,0.0,0.0,0.0
50,0,Travel_Rarely,939,Research & Development,24,3,Life Sciences,4,Male,95,3,4,Manufacturing Director,3,Married,13973.0,4161,3.0,Yes,18,4,1,22.0,2,3,12.0,11.0,1.0,5.0
37,0,Travel_Rarely,1189,Sales,3,3,Life Sciences,3,Male,87,3,3,Sales Executive,4,Single,7428.0,14506,2.0,No,12,1,0,12.0,3,3,5.0,3.0,1.0,3.0
31,0,Travel_Rarely,1398,Human Resources,8,2,Medical,4,Female,96,4,1,Human Resources,2,Single,2109.0,24609,8.5,No,18,4,0,8.0,3,3,3.0,2.0,0.0,2.0
49,1,Travel_Rarely,1184,Sales,11,3,Marketing,3,Female,43,3,3,Sales Executive,4,Married,7654.0,5860,1.0,No,18,1,2,9.0,3,4,9.0,8.0,7.0,7.0
34,0,Travel_Frequently,135,Research & Development,19,3,Medical,3,Female,46,3,2,Laboratory Technician,2,Divorced,4444.0,22534,4.0,No,13,3,2,15.0,2,4,11.0,8.0,5.0,10.0
41,1,Travel_Rarely,1102,Sales,1,2,Life Sciences,2,Female,94,3,2,Sales Executive,4,Single,5993.0,19479,8.0,Yes,11,1,0,8.0,0,1,6.0,4.0,0.0,5.0
34,0,Travel_Rarely,970,Research & Development,8,2,Medical,2,Female,96,3,2,Healthcare Representative,3,Single,6142.0,7360,3.0,No,11,4,0,10.0,2,3,5.0,1.0,4.0,3.0
39,0,Travel_Frequently,505,Research & Development,2,4,Technical Degree,3,Female,64,3,3,Healthcare Representative,3,Single,10938.0,6420,0.0,No,25,4,0,20.0,1,3,18.0,6.0,7.5,8.0
32,1,Travel_Frequently,1125,Research & Development,16,1,Life Sciences,2,Female,72,1,1,Research Scientist,1,Single,3919.0,4681,1.0,Yes,22,2,0,10.0,5,3,10.0,2.0,6.0,7.0
37,0,Travel_Frequently,889,Research & Development,9,3,Medical,2,Male,53,3,1,Research Scientist,4,Married,2326.0,11411,1.0,Yes,12,3,3,4.0,3,2,4.0,2.0,1.0,2.0
30,1,Travel_Rarely,138,Research & Development,22,3,Life Sciences,1,Female,48,3,1,Research Scientist,3,Married,2132.0,11539,4.0,Yes,11,2,0,7.0,2,3,5.0,2.0,0.0,1.0
55,0,Travel_Rarely,452,Research & Development,1,3,Medical,4,Male,81,3,5,Manager,1,Single,17490.875,18938,0.0,Yes,14,3,0,31.0,2,3,18.0,10.0,4.0,13.0
37,0,Travel_Rarely,1225,Research & Development,10,2,Life Sciences,4,Male,80,4,1,Research Scientist,4,Single,4680.0,15232,3.0,No,17,1,0,4.0,2,3,1.0,0.0,0.0,0.0
35,0,Travel_Rarely,619,Sales,1,3,Marketing,2,Male,85,3,2,Sales Executive,3,Married,4717.0,18659,8.5,No,11,3,0,15.0,2,3,11.0,9.0,6.0,9.0
46,0,Travel_Frequently,638,Research & Development,1,3,Medical,3,Male,40,2,3,Healthcare Representative,1,Married,10673.0,3142,2.0,Yes,13,3,1,21.0,5,2,10.0,9.0,7.5,5.0
36,0,Travel_Rarely,922,Research & Development,3,2,Life Sciences,1,Female,39,3,1,Laboratory Technician,4,Divorced,2835.0,2561,5.0,No,22,1,1,7.0,2,3,1.0,0.0,0.0,0.0
24,0,Non-Travel,1269,Research & Development,4,1,Life Sciences,1,Male,46,2,1,Laboratory Technician,4,Married,3162.0,10778,0.0,No,17,4,0,6.0,2,2,5.0,2.0,3.0,4.0
50,0,Travel_Rarely,1464,Research & Development,2,4,Medical,2,Male,62,3,5,Research Director,3,Married,17490.875,12853,2.0,Yes,11,4,1,29.0,2,2,8.0,1.0,7.0,7.0
32,0,Non-Travel,1184,Research & Development,1,3,Life Sciences,3,Female,70,2,1,Laboratory Technician,2,Married,2332.0,3974,6.0,No,20,3,0,5.0,3,3,3.0,0.0,0.0,2.0
34,0,Travel_Rarely,121,Research & Development,2,4,Medical,3,Female,86,2,1,Research Scientist,1,Single,4381.0,7530,1.0,No,11,3,0,6.0,3,3,6.0,5.0,1.0,3.0
26,0,Travel_Rarely,652,Research & Development,7,3,Other,3,Male,100,4,1,Laboratory Technician,1,Single,3578.0,23577,0.0,No,12,4,0,8.0,2,3,7.0,7.0,0.0,7.0
33,0,Travel_Frequently,1141,Sales,1,3,Life Sciences,3,Female,42,4,2,Sales Executive,1,Married,5376.0,3193,2.0,No,19,1,2,10.0,3,3,5.0,3.0,1.0,3.0
38,0,Travel_Frequently,1391,Research & Development,10,1,Medical,3,Male,66,3,1,Research Scientist,3,Married,2684.0,12127,0.0,No,17,2,1,3.0,0,2,2.0,1.0,0.0,2.0
37,0,Travel_Rarely,1462,Research & Development,11,3,Medical,1,Female,94,3,1,Laboratory Technician,3,Single,3629.0,19106,4.0,No,18,1,0,8.0,6,3,3.0,2.0,0.0,2.0
35,0,Travel_Rarely,1276,Research & Development,16,3,Life Sciences,4,Male,72,3,3,Healthcare Representative,3,Married,7632.0,14295,4.0,Yes,12,3,0,10.0,2,3,8.0,7.0,0.0,0.0
32,0,Travel_Rarely,128,Research & Development,2,1,Technical Degree,4,Male,84,2,2,Laboratory Technician,1,Single,2176.0,19737,4.0,No,13,4,0,9.0,5,3,6.0,2.0,0.0,4.0
38,0,Travel_Frequently,240,Research & Development,2,4,Life Sciences,1,Female,75,4,2,Manufacturing Director,1,Single,5980.0,26085,6.0,Yes,12,4,0,17.0,2,3,15.0,7.0,4.0,12.0
39,0,Travel_Rarely,117,Research & Development,10,1,Medical,3,Male,99,3,4,Manager,1,Married,17068.0,5355,1.0,Yes,14,4,0,21.0,3,3,18.0,9.0,7.5,10.0
33,0,Travel_Rarely,117,Research & Development,9,3,Medical,1,Male,60,3,1,Research Scientist,4,Married,2781.0,6311,0.0,No,13,2,1,15.0,5,3,14.0,10.0,4.0,10.0
59,0,Travel_Rarely,326,Sales,3,3,Life Sciences,3,Female,48,2,2,Sales Executive,4,Single,5171.0,16490,5.0,No,17,4,0,13.0,2,3,6.0,1.0,0.0,5.0
36,0,Travel_Rarely,928,Sales,1,2,Life Sciences,2,Male,56,3,2,Sales Executive,4,Married,6201.0,2823,1.0,Yes,14,4,1,18.0,1,2,18.0,14.0,4.0,11.0
37,0,Travel_Frequently,663,Research & Development,11,3,Other,2,Male,47,3,3,Research Director,4,Divorced,12185.0,10056,1.0,Yes,14,3,3,10.0,1,3,10.0,8.0,0.0,7.0
28,0,Travel_Rarely,1117,Research & Development,8,2,Life Sciences,4,Female,66,3,1,Research Scientist,4,Single,3310.0,4488,1.0,No,21,4,0,5.0,3,3,5.0,3.0,0.0,2.0
49,0,Travel_Rarely,1245,Research & Development,18,4,Life Sciences,4,Male,58,2,5,Research Director,3,Divorced,17490.875,2125,1.0,Yes,17,3,1,31.0,5,3,18.0,9.0,0.0,9.0
34,0,Travel_Rarely,254,Research & Development,1,2,Life Sciences,2,Male,83,2,1,Research Scientist,4,Married,3622.0,22794,1.0,Yes,13,4,1,6.0,3,3,6.0,5.0,1.0,3.0
35,1,Travel_Rarely,1204,Sales,4,3,Technical Degree,4,Male,86,3,3,Sales Executive,1,Single,9582.0,10333,0.0,Yes,22,1,0,9.0,2,3,8.0,7.0,4.0,7.0
27,0,Travel_Frequently,994,Sales,8,3,Life Sciences,4,Male,37,3,3,Sales Executive,3,Single,8726.0,2975,1.0,No,15,4,0,9.0,0,3,9.0,8.0,1.0,7.0
48,0,Travel_Rarely,1355,Research & Development,4,4,Life Sciences,3,Male,78,2,3,Healthcare Representative,3,Single,10999.0,22245,7.0,No,14,2,0,27.0,3,3,15.0,11.0,4.0,8.0
41,0,Travel_Rarely,933,Research & Development,9,4,Life Sciences,3,Male,94,3,1,Laboratory Technician,1,Married,2238.0,6961,2.0,No,21,4,1,7.0,2,3,5.0,0.0,1.0,4.0
36,0,Travel_Frequently,469,Research & Development,3,3,Technical Degree,3,Male,46,3,1,Research Scientist,2,Married,3692.0,9256,1.0,No,12,3,0,12.0,2,2,11.0,10.0,0.0,7.0
40,0,Non-Travel,1151,Research & Development,9,5,Life Sciences,4,Male,63,2,2,Healthcare Representative,4,Married,4876.0,14242,8.5,No,14,4,1,5.0,5,1,3.0,2.0,0.0,2.0
31,0,Travel_Rarely,746,Research & Development,8,4,Life Sciences,3,Female,61,3,2,Manufacturing Director,4,Single,4424.0,20682,1.0,No,23,4,0,11.0,2,3,11.0,7.0,1.0,8.0
20,1,Travel_Rarely,1362,Research & Development,10,1,Medical,4,Male,32,3,1,Research Scientist,3,Single,1009.0,26999,1.0,Yes,11,4,0,1.0,5,3,1.0,0.0,1.0,1.0
36,1,Travel_Rarely,318,Research & Development,9,3,Medical,4,Male,79,2,1,Research Scientist,3,Married,3388.0,21777,0.0,Yes,17,1,1,2.0,0,2,1.0,0.0,0.0,0.0
35,0,Travel_Frequently,944,Sales,1,3,Marketing,3,Female,92,3,3,Sales Executive,3,Single,8789.0,9096,1.0,No,14,1,0,10.0,3,4,10.0,7.0,0.0,8.0
24,0,Travel_Rarely,1206,Research & Development,17,1,Medical,4,Female,41,2,2,Manufacturing Director,3,Divorced,4377.0,24117,1.0,No,15,2,2,5.0,6,3,4.0,2.0,3.0,2.0
23,0,Travel_Rarely,373,Research & Development,1,2,Life Sciences,4,Male,47,3,1,Research Scientist,3,Married,1223.0,16901,1.0,No,22,4,1,1.0,2,3,1.0,0.0,0.0,1.0
28,0,Travel_Rarely,1476,Research & Development,16,2,Medical,2,Male,68,4,2,Healthcare Representative,1,Single,5661.0,4824,0.0,No,19,3,0,9.0,2,3,8.0,3.0,0.0,7.0
60,0,Travel_Rarely,1179,Sales,16,4,Marketing,1,Male,84,3,2,Sales Executive,1,Single,5405.0,11924,8.0,No,14,4,0,10.0,1,3,2.0,2.0,2.0,2.0
47,0,Travel_Frequently,1379,Research & Development,16,4,Medical,3,Male,64,4,2,Manufacturing Director,3,Divorced,5067.0,6759,1.0,Yes,19,3,0,20.0,3,4,18.0,10.0,2.0,7.0
41,0,Travel_Rarely,427,Human Resources,10,4,Human Resources,2,Male,73,2,5,Manager,4,Divorced,17490.875,8861,3.0,No,15,2,3,23.0,2,2,18.0,6.0,7.5,6.0
24,0,Travel_Rarely,477,Research & Development,24,3,Medical,4,Male,49,3,1,Laboratory Technician,2,Single,3597.0,6409,8.0,No,22,4,0,6.0,2,3,4.0,3.0,1.0,2.0
29,0,Travel_Rarely,1086,Research & Development,7,1,Medical,1,Female,62,2,1,Laboratory Technician,4,Divorced,2532.0,6054,6.0,No,14,3,3,8.0,5,3,4.0,3.0,0.0,3.0
37,1,Travel_Frequently,504,Research & Development,10,3,Medical,1,Male,61,3,3,Manufacturing Director,3,Divorced,10048.0,22573,6.0,No,11,2,2,17.0,5,3,1.0,0.0,0.0,0.0
55,0,Travel_Frequently,135,Research & Development,18,4,Medical,3,Male,62,3,2,Healthcare Representative,2,Married,6385.0,12992,3.0,Yes,14,4,2,17.0,3,3,8.0,7.0,6.0,7.0
30,0,Travel_Rarely,852,Research & Development,1,1,Life Sciences,4,Male,55,2,2,Laboratory Technician,4,Married,5126.0,15998,1.0,Yes,12,3,2,10.0,1,2,10.0,8.0,3.0,0.0
26,0,Travel_Rarely,703,Sales,28,2,Marketing,1,Male,66,3,2,Sales Executive,2,Married,6272.0,7428,1.0,No,20,4,2,6.0,5,4,5.0,3.0,1.0,4.0
29,1,Travel_Rarely,318,Research & Development,8,4,Other,2,Male,77,1,1,Laboratory Technician,1,Married,2119.0,4759,1.0,Yes,11,4,0,7.0,4,2,7.0,7.0,0.0,7.0
25,1,Travel_Rarely,688,Research & Development,3,3,Medical,1,Male,91,3,1,Laboratory Technician,1,Married,4031.0,9396,5.0,No,13,3,1,6.0,5,3,2.0,2.0,0.0,2.0
37,0,Travel_Rarely,1107,Research & Development,14,3,Life Sciences,4,Female,95,3,1,Laboratory Technician,1,Divorced,3034.0,26914,1.0,No,12,3,1,18.0,2,2,18.0,7.0,7.5,14.5
36,0,Travel_Rarely,1278,Human Resources,8,3,Life Sciences,1,Male,77,2,1,Human Resources,1,Married,2342.0,8635,0.0,No,21,3,0,6.0,3,3,5.0,4.0,0.0,3.0
41,1,Non-Travel,906,Research & Development,5,2,Life Sciences,1,Male,95,2,1,Research Scientist,1,Divorced,2107.0,20293,6.0,No,17,1,1,5.0,2,1,1.0,0.0,0.0,0.0
36,0,Travel_Rarely,1174,Sales,3,4,Marketing,1,Female,99,3,2,Sales Executive,2,Single,9278.0,20763,3.0,Yes,16,4,0,15.0,3,3,5.0,4.0,0.0,1.0
38,0,Travel_Rarely,1333,Research & Development,1,3,Technical Degree,4,Female,80,3,3,Research Director,1,Married,13582.0,16292,1.0,No,13,2,1,15.0,3,3,15.0,12.0,5.0,11.0
38,0,Travel_Rarely,362,Research & Development,1,1,Life Sciences,3,Female,43,3,1,Research Scientist,1,Single,2619.0,14561,3.0,No,17,4,0,8.0,3,2,0.0,0.0,0.0,0.0
51,0,Travel_Rarely,1318,Sales,26,4,Marketing,1,Female,66,3,4,Manager,3,Married,16307.0,5594,2.0,No,14,3,1,29.0,2,2,18.0,6.0,4.0,14.5
37,0,Travel_Rarely,1319,Research & Development,6,3,Medical,3,Male,51,4,2,Research Scientist,1,Divorced,5974.0,17001,4.0,Yes,13,1,2,13.0,2,3,7.0,7.0,6.0,7.0
20,1,Travel_Frequently,871,Research & Development,6,3,Life Sciences,4,Female,66,2,1,Laboratory Technician,4,Single,2926.0,19783,1.0,Yes,18,2,0,1.0,5,3,1.0,0.0,1.0,0.0
45,0,Travel_Rarely,974,Research & Development,1,4,Medical,4,Female,91,3,1,Laboratory Technician,4,Divorced,2270.0,11005,3.0,No,14,4,2,8.0,2,3,5.0,3.0,0.0,2.0
24,1,Travel_Rarely,984,Research & Development,17,2,Life Sciences,4,Female,97,3,1,Laboratory Technician,2,Married,2210.0,3372,1.0,No,13,1,1,1.0,3,1,1.0,0.0,0.0,0.0
52,0,Travel_Rarely,956,Research & Development,6,2,Technical Degree,4,Male,78,3,2,Research Scientist,1,Divorced,5577.0,22087,3.0,Yes,12,2,2,18.0,3,3,10.0,9.0,6.0,9.0
49,0,Travel_Rarely,1261,Research & Development,7,3,Other,2,Male,31,2,3,Healthcare Representative,3,Single,10965.0,12066,8.0,No,24,3,0,26.0,2,3,5.0,2.0,0.0,0.0
19,1,Travel_Rarely,528,Sales,22,1,Marketing,4,Male,50,3,1,Sales Representative,3,Single,1675.0,26820,1.0,Yes,19,4,0,0.0,2,2,0.0,0.0,0.0,0.0
24,0,Non-Travel,673,Research & Development,11,2,Other,1,Female,96,4,2,Manufacturing Director,3,Divorced,4011.0,8232,0.0,No,18,4,1,5.0,5,2,4.0,2.0,1.0,3.0
22,0,Travel_Rarely,604,Research & Development,6,1,Medical,1,Male,69,3,1,Research Scientist,3,Married,2773.0,12145,0.0,No,20,4,0,3.0,3,3,2.0,2.0,2.0,2.0
42,0,Travel_Frequently,570,Research & Development,8,3,Life Sciences,2,Male,66,3,5,Manager,4,Divorced,17490.875,16225,1.0,No,13,2,1,24.0,4,2,18.0,7.0,7.5,9.0
33,0,Travel_Frequently,1392,Research & Development,3,4,Life Sciences,4,Female,56,3,1,Research Scientist,3,Married,2909.0,23159,1.0,Yes,11,3,0,8.0,3,3,8.0,7.0,3.0,0.0
37,0,Travel_Rarely,1115,Research & Development,1,4,Life Sciences,1,Male,51,2,2,Manufacturing Director,3,Divorced,5993.0,2689,1.0,No,18,3,1,7.0,2,4,7.0,5.0,0.0,7.0
39,0,Travel_Frequently,1218,Research & Development,1,1,Life Sciences,2,Male,52,3,5,Manager,3,Divorced,17490.875,8213,1.0,Yes,14,3,1,21.0,3,3,18.0,8.0,1.0,6.0
36,0,Travel_Frequently,607,Sales,7,3,Marketing,1,Female,83,4,2,Sales Executive,1,Married,4639.0,2261,2.0,No,16,4,1,17.0,2,2,15.0,7.0,6.0,13.0
50,0,Travel_Rarely,1046,Research & Development,10,3,Technical Degree,4,Male,100,2,3,Healthcare Representative,4,Single,10496.0,2755,6.0,No,15,4,0,20.0,2,3,4.0,3.0,1.0,3.0
33,0,Travel_Rarely,213,Research & Development,7,3,Medical,3,Male,49,3,3,Research Director,3,Married,11691.0,25995,0.0,No,11,4,0,14.0,3,4,13.0,9.0,3.0,7.0
43,0,Travel_Frequently,1001,Research & Development,9,5,Medical,4,Male,72,3,2,Laboratory Technician,3,Divorced,5679.0,19627,3.0,Yes,13,2,1,10.0,3,3,8.0,7.0,4.0,7.0
30,0,Travel_Rarely,1275,Research & Development,28,2,Medical,4,Female,64,3,2,Research Scientist,4,Married,5775.0,11934,1.0,No,13,4,2,11.0,2,3,10.0,8.0,1.0,9.0
36,1,Travel_Rarely,1218,Sales,9,4,Life Sciences,3,Male,82,2,1,Sales Representative,1,Single,3407.0,6986,7.0,No,23,2,0,10.0,4,3,5.0,3.0,0.0,3.0
27,0,Travel_Rarely,1055,Research & Development,2,4,Life Sciences,1,Female,47,3,2,Manufacturing Director,4,Married,4227.0,4658,0.0,No,18,2,1,4.0,2,3,3.0,2.0,2.0,2.0
42,0,Travel_Rarely,469,Research & Development,2,2,Medical,4,Male,35,3,4,Manager,1,Married,17490.875,14399,0.0,No,17,4,1,23.0,3,3,18.0,6.0,7.5,7.0
36,1,Travel_Rarely,660,Research & Development,15,3,Other,1,Male,81,3,2,Laboratory Technician,3,Divorced,4834.0,7858,7.0,No,14,2,1,9.0,3,2,1.0,0.0,0.0,0.0
29,0,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,3,Male,82,3,2,Healthcare Representative,4,Divorced,6623.0,4204,1.0,Yes,11,2,2,6.0,2,3,6.0,0.0,1.0,0.0
37,0,Travel_Rarely,482,Research & Development,3,3,Other,3,Male,36,3,3,Manufacturing Director,3,Married,9434.0,9606,1.0,No,15,3,1,10.0,2,3,10.0,7.0,7.0,8.0
40,0,Travel_Rarely,1416,Research & Development,2,2,Medical,1,Male,49,3,5,Research Director,3,Divorced,17490.875,5949,0.0,No,19,4,1,22.0,5,3,18.0,7.0,3.0,9.0
58,1,Travel_Rarely,286,Research & Development,2,4,Life Sciences,4,Male,31,3,5,Research Director,2,Single,17490.875,25761,7.0,Yes,12,4,0,31.0,2,3,18.0,14.5,7.5,8.0
40,0,Travel_Rarely,1308,Research & Development,14,3,Medical,3,Male,44,2,5,Research Director,3,Single,17490.875,17544,1.0,No,14,1,0,21.0,2,4,18.0,7.0,4.0,9.0
30,0,Travel_Rarely,1339,Sales,5,3,Life Sciences,2,Female,41,3,3,Sales Executive,4,Married,9419.0,8053,2.0,No,12,3,1,12.0,2,3,10.0,9.0,7.0,4.0
33,1,Travel_Rarely,118,Sales,16,3,Marketing,1,Female,69,3,2,Sales Executive,1,Single,5324.0,26507,5.0,No,15,3,0,6.0,3,3,3.0,2.0,0.0,2.0
31,0,Non-Travel,979,Research & Development,1,4,Medical,3,Male,90,1,2,Manufacturing Director,3,Married,4345.0,4381,0.0,No,12,4,1,6.0,2,3,5.0,4.0,1.0,4.0
30,0,Non-Travel,879,Research & Development,9,2,Medical,3,Female,72,3,2,Manufacturing Director,3,Single,4695.0,12858,7.0,Yes,18,3,0,10.0,3,3,8.0,4.0,1.0,7.0
59,0,Travel_Rarely,1324,Research & Development,3,3,Medical,3,Female,81,4,1,Laboratory Technician,1,Married,2670.0,9964,4.0,Yes,20,1,3,12.0,3,2,1.0,0.0,0.0,0.0
49,1,Travel_Frequently,1475,Research & Development,28,2,Life Sciences,1,Male,97,2,2,Laboratory Technician,1,Single,4284.0,22710,3.0,No,20,1,0,20.0,2,3,4.0,3.0,1.0,3.0
28,0,Travel_Rarely,736,Sales,26,3,Life Sciences,3,Male,48,2,2,Sales Executive,1,Married,4724.0,24232,1.0,No,11,3,1,5.0,0,3,5.0,3.0,0.0,4.0
36,0,Travel_Rarely,325,Research & Development,10,4,Technical Degree,4,Female,63,3,3,Healthcare Representative,3,Married,7094.0,5747,3.0,No,12,1,0,10.0,0,3,7.0,7.0,1.0,7.0
28,1,Travel_Rarely,103,Research & Development,24,3,Life Sciences,3,Male,50,2,1,Laboratory Technician,3,Single,2028.0,12947,5.0,Yes,14,2,0,6.0,4,3,4.0,2.0,0.0,3.0
26,1,Travel_Frequently,575,Research & Development,3,1,Technical Degree,3,Male,73,3,1,Research Scientist,1,Single,3102.0,6582,0.0,No,22,3,0,7.0,2,3,6.0,4.0,0.0,4.0
31,0,Non-Travel,1188,Sales,20,2,Marketing,4,Female,45,3,2,Sales Executive,3,Married,6932.0,24406,1.0,No,13,4,1,9.0,2,2,9.0,8.0,0.0,0.0
40,0,Non-Travel,1094,Sales,28,3,Other,3,Male,58,1,3,Sales Executive,1,Divorced,10932.0,11373,3.0,No,15,3,1,20.0,2,3,1.0,0.0,0.0,1.0
27,0,Travel_Rarely,1134,Research & Development,16,4,Technical Degree,3,Female,37,3,1,Laboratory Technician,2,Married,2811.0,12086,8.5,No,14,2,1,4.0,2,3,2.0,2.0,2.0,2.0
50,0,Travel_Frequently,1115,Research & Development,1,3,Life Sciences,1,Female,73,3,5,Research Director,2,Married,17490.875,9755,3.0,Yes,19,1,0,28.0,1,2,8.0,3.0,0.0,7.0
33,1,Travel_Rarely,1277,Research & Development,15,1,Medical,2,Male,56,3,3,Manager,3,Married,13610.0,24619,7.0,Yes,12,4,0,15.0,2,4,7.0,6.0,7.0,7.0
46,0,Travel_Frequently,1034,Research & Development,18,1,Medical,1,Female,86,3,3,Healthcare Representative,3,Married,10527.0,8984,5.0,No,11,4,0,28.0,3,2,2.0,2.0,1.0,2.0
33,1,Travel_Rarely,1017,Research & Development,25,3,Medical,1,Male,55,2,1,Research Scientist,2,Single,2313.0,2993,4.0,Yes,20,2,0,5.0,0,3,2.0,2.0,2.0,2.0
37,0,Travel_Rarely,397,Research & Development,7,4,Medical,1,Male,30,3,3,Research Director,3,Single,13664.0,25258,4.0,No,13,1,0,16.0,3,4,5.0,2.0,0.0,2.0
26,0,Travel_Rarely,775,Sales,29,2,Medical,1,Male,45,3,2,Sales Executive,3,Divorced,4306.0,4267,5.0,No,12,1,2,8.0,5,3,0.0,0.0,0.0,0.0
50,0,Travel_Rarely,854,Sales,1,4,Medical,4,Female,68,3,5,Manager,4,Divorced,17490.875,24118,3.0,No,11,3,1,31.0,3,2,7.0,0.0,0.0,6.0
58,1,Travel_Rarely,601,Research & Development,7,4,Medical,3,Female,53,2,3,Manufacturing Director,1,Married,10008.0,12023,7.0,Yes,14,4,0,31.0,0,2,10.0,9.0,5.0,9.0
31,0,Travel_Rarely,329,Research & Development,1,2,Life Sciences,4,Male,98,2,1,Laboratory Technician,1,Married,2218.0,16193,1.0,No,12,3,1,4.0,3,3,4.0,2.0,3.0,2.0
26,0,Travel_Frequently,921,Research & Development,1,1,Medical,1,Female,66,2,1,Research Scientist,3,Divorced,2007.0,25265,1.0,No,13,3,2,5.0,5,3,5.0,3.0,1.0,3.0
30,1,Travel_Frequently,464,Research & Development,4,3,Technical Degree,3,Male,40,3,1,Research Scientist,4,Single,2285.0,3427,8.5,Yes,23,3,0,3.0,4,3,1.0,0.0,0.0,0.0
33,0,Travel_Frequently,430,Sales,7,3,Medical,4,Male,54,3,2,Sales Executive,1,Married,4373.0,17456,0.0,No,14,1,2,5.0,2,3,4.0,3.0,0.0,3.0
59,0,Travel_Rarely,1089,Sales,1,2,Technical Degree,2,Male,66,3,3,Manager,4,Married,11904.0,11038,3.0,Yes,14,3,1,14.0,1,1,6.0,4.0,0.0,4.0
45,0,Travel_Rarely,1385,Research & Development,20,2,Medical,3,Male,79,3,4,Healthcare Representative,4,Married,13496.0,7501,0.0,Yes,14,2,0,21.0,2,3,18.0,7.0,4.0,10.0
